"address","business_name","business_type","precinct","live_date","geom"
"2201 Lawndale St","Lawndale Apartments","Residential","4.0","21/11/2019 00:00:00-05","0101000020E6100000F7C8E6AA79C854C04F92AE997C274540"
"8523 8 Mile Rd","Bottoms Up","Retail","12.0","21/11/2019 00:00:00-05","0101000020E61000004510E7E104CA54C0BB26A43506394540"
"2500 W Grand Blvd","Young Manor Apartments","Residential","3.0","22/11/2019 00:00:00-05","0101000020E6100000F5B9DA8AFDC554C01E3526C45C2E4540"
"1453 Hubbard St","Harwill Apartments","Residential","4.0","22/11/2019 00:00:00-05","0101000020E6100000E23B31EBC5C554C07F2F8507CD284540"
"14050 W McNichols Rd","Mathews Food and Liquor","Retail","12.0","22/11/2019 00:00:00-05","0101000020E6100000BA2D910BCECB54C06D54A70359354540"
"15321 Archdale St","Faith Manor","Residential","8.0","22/11/2019 00:00:00-05","0101000020E6100000122EE411DCCD54C02D24607479334540"
"545 W Grand Blvd","Grand Apartments","Residential","4.0","25/11/2019 00:00:00-05","0101000020E61000001A506F46CDC554C0F8E28BF678294540"
"6201 E McNichols Rd","H & A Auto Parts","Retail","11.0","25/11/2019 00:00:00-05","0101000020E6100000CFBD874B8EC254C087342A70B2354540"
"14711 Mack Ave","Mack Ashland Apartments","Residential","5.0","27/11/2019 00:00:00-05","0101000020E6100000A88B14CAC2BC54C06E4DBA2D91314540"
"15464 Livernois Ave","Exxon","Retail","12.0","27/11/2019 00:00:00-05","0101000020E61000008F554ACFF4C854C0A4AA09A2EE334540"
"1 East State Fair Ave","Citgo","Retail","11.0","29/11/2019 00:00:00-05","0101000020E6100000611A868F88C654C0F163CC5D4B384540"
"4058 Joy Rd","New Flamingo Liquor","Retail","10.0","29/11/2019 00:00:00-05","0101000020E610000009FCE1E7BFC754C0E71A66683C2F4540"
"666 W Bethune St","New Center Pavilion","Residential","3.0","3/12/2019 00:00:00-05","0101000020E610000003249A4011C554C0AE669DF17D2F4540"
"14100 E 8 Mile Road","Piccadilly Party Store","Retail","9.0","5/12/2019 00:00:00-05","0101000020E6100000B7B2446799BE54C0E964A9F57E394540"
"641 Brainard St","Midtown Place Apartments","Residential","3.0","6/12/2019 00:00:00-05","0101000020E6100000E1B88C9B1AC454C0BB9D7DE5412C4540"
"7800 Dix St","Barnsco","Services","4.0","6/12/2019 00:00:00-05","0101000020E61000004777103B53C854C0E78A5242B0284540"
"16611 W Warren Ave","Hannon's House","Retail","6.0","6/12/2019 00:00:00-05","0101000020E61000004C37894160CD54C021CCED5EEE2B4540"
"12355 Gratiot Ave","Boost Mobile","Services","9.0","11/12/2019 00:00:00-05","0101000020E6100000AC8DB1135EBF54C03222516859354540"
"18912 Van Dyke","C-Note Lounge","Services","11.0","12/12/2019 00:00:00-05","0101000020E610000091B8C7D287C154C08010C99063374540"
"8231 Second Ave","Mount Zion New Covenant Baptist Church","Services","3.0","13/12/2019 00:00:00-05","0101000020E6100000A29C685721C554C0FC709010E52F4540"
"3561 Mt Elliot","Citgo","Retail","7.0","13/12/2019 00:00:00-05","0101000020E6100000971E4DF564C154C0ECA012D7312E4540"
"9000 W Vernor Hwy","Sheba Auto Services and Sales","Retail","4.0","19/12/2019 00:00:00-05","0101000020E6100000BC75FEEDB2C854C07EC51A2E72274540"
"5002 Van Dyke St","Citgo","Retail","7.0","19/12/2019 00:00:00-05","0101000020E61000000342EBE1CBC054C07EFD101B2C304540"
"2835 23rd St","Michigan Urban Park Apartments","Residential","3.0","19/12/2019 00:00:00-05","0101000020E6100000EEEC2B0FD2C554C01B9FC9FE792A4540"
"431 E Congress St","Saint Andrew's Hall","Services","3.0","20/12/2019 00:00:00-05","0101000020E6100000B519A721AAC254C01EA9BEF38B2A4540"
"575 Brush St","City Market","Retail","3.0","20/12/2019 00:00:00-05","0101000020E61000000470B378B1C254C024607479732A4540"
"400 E Congress St","Sweetwater Tavern","Retail","3.0","20/12/2019 00:00:00-05","0101000020E6100000014F5AB8ACC254C0E8F9D346752A4540"
"415 E Congress St","Legends Detroit","Services","3.0","20/12/2019 00:00:00-05","0101000020E6100000662E7079ACC254C0821DFF05822A4540"
"454 E Lafayette St","Loco's","Retail","3.0","20/12/2019 00:00:00-05","0101000020E6100000AA0A0DC4B2C254C0116F9D7FBB2A4540"
"735 Beaubien St","Niki's Pizza","Retail","3.0","20/12/2019 00:00:00-05","0101000020E61000002E1D739EB1C254C00E4E44BFB62A4540"
"686 Brush St","Park-Rite","Services","3.0","20/12/2019 00:00:00-05","0101000020E61000008DF161F6B2C254C045D4449F8F2A4540"
"440 Larned St","Park-Rite","Services","3.0","20/12/2019 00:00:00-05","0101000020E610000062D68BA19CC254C013BBB6B75B2A4540"
"409 E Jefferson Ave","DuMouchelle Art Gallery","Services","3.0","20/12/2019 00:00:00-05","0101000020E610000043554CA59FC254C0350C1F11532A4540"
"577 E Larned St","Junior Achievement","Services","3.0","20/12/2019 00:00:00-05","0101000020E61000009A5FCD0182C254C06000E143892A4540"
"13603 W Chicago St","Citgo","Retail","2.0","20/12/2019 00:00:00-05","0101000020E61000007E8E8F1667CB54C081CB63CDC82E4540"
"19112 Van Dyke St","Alladin Liquor Store","Retail","11.0","20/12/2019 00:00:00-05","0101000020E6100000276A696E85C154C0D733846396374540"
"432 E Lafayette St","Bouzouki Club","Services","3.0","20/12/2019 00:00:00-05","0101000020E61000004F3DD2E0B6C254C0C7A17E17B62A4540"
"3472 E Jefferson Ave","Harbortown Market","Retail","7.0","24/12/2019 00:00:00-05","0101000020E61000000FD07D39B3C054C007CE1951DA2B4540"
"1200 E 7 Mile Rd","Valero","Retail","11.0","26/12/2019 00:00:00-05","0101000020E6100000A01B9AB2D3C554C069FF03AC55374540"
"16060 Moross Rd","Our Kidz World Learning Cernter","Services","9.0","28/12/2019 00:00:00-05","0101000020E61000005DC0CB0C1BBD54C0D8D5E429AB374540"
"18415 W 7 Mile Rd","Detroit Hot Wheel City","Retail","8.0","7/1/2020 00:00:00-05","0101000020E6100000B4AF3C484FCE54C0BAA1293BFD364540"
"17100 Livernois Ave","Marathon","Retail","12.0","8/1/2020 00:00:00-05","0101000020E6100000C1AC50A4FBC854C01B9C887E6D354540"
"11611 Schaefer Hwy","Valero","Retail","2.0","11/1/2020 00:00:00-05","0101000020E6100000B13385CE6BCB54C0BB7B80EECB2F4540"
"21001 Moross Rd","Grace Community Church","Services","5.0","14/1/2020 00:00:00-05","0101000020E61000003D484F9143BB54C0F72004E44B364540"
"3443 Fenkell St","Citgo","Retail","10.0","16/1/2020 00:00:00-05","0101000020E6100000170CAEB9A3C854C063B6645584334540"
"8643 E Jefferson Ave","Chalfonte Riverfront Detroit","Residential","7.0","24/1/2020 00:00:00-05","0101000020E61000005473B9C150BF54C0DC82A5BA802D4540"
"8655 E Jefferson Ave","Chalfonte Riverfront Detroit","Residential","7.0","24/1/2020 00:00:00-05","0101000020E61000009414580053BF54C012F8C3CF7F2D4540"
"12507 Livernois Ave","Lavern’s Market","Retail","10.0","24/1/2020 00:00:00-05","0101000020E610000073F22213F0C854C05E9ECE15A5304540"
"465 W Grand Blvd","Harrington Apartments","Residential","4.0","27/1/2020 00:00:00-05","0101000020E6100000552E54FEB5C554C0529D0E643D294540"
"7106 W Warren Ave","West Warren Food Market","Retail","2.0","29/1/2020 00:00:00-05","0101000020E610000039622D3E05C954C03D0E83F92B2C4540"
"11301 Dexter Ave","Clark Gas Station","Retail","10.0","31/1/2020 00:00:00-05","0101000020E6100000C0ED0912DBC754C01AA6B6D441304540"
"15 W 8 Mile Rd","Sunoco","Retail","12.0","1/2/2020 00:00:00-05","0101000020E6100000B1A71DFE9AC654C0DE1FEF552B394540"
"388 W Grand Blvd","Wilshire Apartments","Residential","4.0","4/2/2020 00:00:00-05","0101000020E61000006E19709692C554C09CA5643909294540"
"250 W Grand Blvd","Savanah Apartments","Residential","4.0","5/2/2020 00:00:00-05","0101000020E610000023DBF97E6AC554C04A7A185A9D284540"
"13226 W McNichols Rd","Sloppy Chops","Retail","12.0","11/2/2020 00:00:00-05","0101000020E6100000F433F5BA45CB54C025404D2D5B354540"
"12400 E Warren Ave","Park Side Liquor Store","Retail","5.0","11/2/2020 00:00:00-05","0101000020E610000003B2D7BB3FBE54C00EF96706F1314540"
"1250 Hubbard St","Whitdale Apartments","Residential","4.0","14/2/2020 00:00:00-05","0101000020E610000088687407B1C554C09160AA99B5284540"
"2140 Martin Luther King Jr Blvd","Alberta W. King Village Apartments","Residential","3.0","14/2/2020 00:00:00-05","0101000020E6100000DC662AC423C554C07EE200FA7D2B4540"
"24313 Grand River Ave","Best Value Hardware","Retail","8.0","17/2/2020 00:00:00-05","0101000020E6100000478FDFDBF4D154C051F701486D364540"
"13001 Harper Ave","Marathon","Retail","9.0","19/2/2020 00:00:00-05","0101000020E61000001DC70F9546BE54C09D8026C286334540"
"1310 Cass Ave","Rosa Parks Transit Center","Services","3.0","20/2/2020 00:00:00-05","0101000020E6100000A54E401361C354C0B6476FB88F2A4540"
"18450 W Chicago St","Franklin Village Apartments","Residential","6.0","25/2/2020 00:00:00-05","0101000020E61000009BABE63922CE54C05C3CBCE7C02E4540"
"622 W Forest","Hollenden Apartments","Residential","3.0","25/2/2020 00:00:00-05","0101000020E61000005376FA415DC454C05F622CD32F2D4540"
"4709 Second Ave","Hollenden Apartments","Residential","3.0","25/2/2020 00:00:00-05","0101000020E6100000B24AE9995EC454C004AF963B332D4540"
"4711 Second Ave","Hollenden Apartments","Residential","3.0","25/2/2020 00:00:00-05","0101000020E61000008B87F71C58C454C091D3D7F3352D4540"
"620 W Forest","Hollenden Apartments","Residential","3.0","25/2/2020 00:00:00-05","0101000020E6100000185E49F25CC454C0D6C6D8092F2D4540"
"11567 Hamilton Ave","Mobil","Retail","10.0","26/2/2020 00:00:00-05","0101000020E6100000223317B83CC654C026FE28EACC314540"
"13300 Livernois Ave","Sunoco","Retail","10.0","5/3/2020 00:00:00-05","0101000020E6100000E3E0D231E7C854C08195438B6C314540"
"11000 E 7 Mile Rd","Marathon","Retail","9.0","11/3/2020 00:00:00-04","0101000020E61000000839EFFFE3C054C06C94F59B89374540"
"8935 E Jefferson Ave","Hibbard Market","Retail","7.0","17/3/2020 00:00:00-04","0101000020E61000009929ADBF25BF54C0E1ED4108C82D4540"
"7640 McGraw St","Michigan Wheel & Tire","Retail","4.0","17/3/2020 00:00:00-04","0101000020E6100000C4CDA96400C954C09833DB15FA2A4540"
"2742 E 7 Mile Rd","Happy's Pizza","Retail","11.0","1/6/2020 00:00:00-04","0101000020E610000025B03907CFC454C0C7F0D8CF62374540"
"6671 French Rd","Industrial Container, Inc.","Services","5.0","7/8/2020 00:00:00-04","0101000020E6100000A81C93C5FDBF54C0E4F4F57CCD324540"
"12550 Gratoit Ave","Wendy's","Retail","9.0","27/8/2020 00:00:00-04","0101000020E610000057772CB649BF54C0D4BB783F6E354540"
"16841 Schaefer Hwy","Remedy RX Pharmacy","Retail","2.0","3/9/2020 00:00:00-04","0101000020E61000002D27A1F485CB54C00762D9CC21354540"
"4234 St Aubin St","St. Aubin Square Apartments","Residential","7.0","28/9/2020 00:00:00-04","0101000020E61000000DE02D90A0C254C0E0675C38102E4540"
"4200 St Aubin St","St. Aubin Square Apartments","Residential","7.0","28/9/2020 00:00:00-04","0101000020E6100000265646239FC254C0EEB1F4A10B2E4540"
"14401 Grand River Ave","Mary's Grill","Restaurant / Bar","2.0","5/10/2020 00:00:00-04","0101000020E61000000B5D8940F5CB54C0F27C06D49B314540"
"225 Merton Rd","LaVogue Square Apartments","Residential","12.0","6/10/2020 00:00:00-04","0101000020E6100000D6C4025FD1C654C0A1A17F828B354540"
"4336 W Vernor Hwy","La Michoacana","Retail","4.0","9/10/2020 00:00:00-04","0101000020E61000000EA14ACD1EC654C086E5CFB705294540"
"714 E Warren Ave","Marathon","Retail","3.0","9/10/2020 00:00:00-04","0101000020E610000098C3EE3B86C354C06ABC7493182E4540"
"20001 Fenkell St","Citgo","Retail","6.0","15/10/2020 00:00:00-04","0101000020E610000060E7A6CD38CF54C098158A743F334540"
"14620 Tireman St","Valero","Retail","2.0","15/10/2020 00:00:00-04","0101000020E6100000B4B0A71DFECB54C08C852172FA2C4540"
"19830 W McNichols Rd","Citgo","Retail","8.0","22/10/2020 00:00:00-04","0101000020E6100000363AE7A738CF54C094A3005130354540"
"15415 Harper Ave","Cognac Castle","Retail","9.0","27/10/2020 00:00:00-04","0101000020E61000008369183E22BD54C00D8AE6012C344540"
"5716 Michigan Ave","Covenant Community Care","Services","4.0","30/10/2020 00:00:00-04","0101000020E6100000431F2C6343C754C03F8C101E6D2A4540"
"2295 E Vernor Hwy","Regency At Chene","Residential","7.0","30/10/2020 00:00:00-04","0101000020E6100000CFF9298E03C254C0596C938AC62C4540"
"17951 John R St","Michael's  Liquor","Retail","12.0","4/11/2020 00:00:00-05","0101000020E6100000F4FBFECD8BC654C040868E1D54364540"
"13500 Livernois Ave","Exxon","Retail","10.0","5/11/2020 00:00:00-05","0101000020E61000002A8D98D9E7C854C0FB20CB8289314540"
"17400 Third St","Palmer Park Square","Residential","12.0","9/11/2020 00:00:00-05","0101000020E6100000588E90813CC754C00684D6C397354540"
"16550 Telegraph Rd","Chapeau Lounge","Services","8.0","11/11/2020 00:00:00-05","0101000020E61000001DCC26C0B0D154C06268757286344540"
"9506 Michigan Ave","Venus Club","Services","4.0","13/11/2020 00:00:00-05","0101000020E6100000F9F4D89601CA54C04223D8B8FE294540"
"18685 Livernois Ave","Lana's Bake Shop","Retail","12.0","20/11/2020 00:00:00-05","0101000020E6100000F19E03CB11C954C0198D7C5EF1364540"
"8401 Puritan Ave","Light of the World Deliverance Ministries International","Community","12.0","24/11/2020 00:00:00-05","0101000020E61000006DE179A9D8C954C04B3ACAC16C344540"
"811 Covington Dr","Covington Apartments","Residential","12.0","25/11/2020 00:00:00-05","0101000020E61000000B42791F47C754C0F1BC546CCC354540"
"11538 E 7 Mile Rd","Dollar Corner","Retail","9.0","25/11/2020 00:00:00-05","0101000020E6100000E606431D56C054C063D34A2190374540"
"1700 Waterman St","Waterman Outpatient Clinic","Services","4.0","3/12/2020 00:00:00-05","0101000020E6100000C899266C3FC754C055F65D11FC274540"
"1600 Porter St","Southwest Solutions Housing Resource Center","Services","3.0","3/12/2020 00:00:00-05","0101000020E610000011FC6F253BC454C0363B527DE7294540"
"13228 Mack Ave","Everybody Rides Auto Sales","Retail","5.0","10/12/2020 00:00:00-05","0101000020E6100000CA8CB7955EBD54C02EE411DC48314540"
"22040 W 7 Mile Rd","United Liquor","Party / Liquor Store","8.0","11/12/2020 00:00:00-05","0101000020E610000060E97C7896D054C09E245D33F9364540"
"1920 25th St","Southwest Housing Solutions","Services","4.0","12/12/2020 00:00:00-05","0101000020E610000048DE3994A1C554C0B83EAC376A294540"
"14458 Grand River Ave","Exxon","Retail","2.0","12/12/2020 00:00:00-05","0101000020E610000000E31934F4CB54C085CC9541B5314540"
"6418 Michigan Ave","DaWorx","Services","4.0","16/12/2020 00:00:00-05","0101000020E6100000431A1538D9C754C00CE71A66682A4540"
"6406 Michigan Ave","Swanson Income Tax","Services","4.0","16/12/2020 00:00:00-05","0101000020E61000007BDD2230D6C754C095826E2F692A4540"
"6410 Michigan Ave","vacant","Retail","4.0","16/12/2020 00:00:00-05","0101000020E61000001BA19FA9D7C754C054C72AA5672A4540"
"6422 Michigan Ave","Preferred Flooring","Retail","4.0","16/12/2020 00:00:00-05","0101000020E6100000B459F5B9DAC754C07D5A457F682A4540"
"4701 Chrysler Dr","Cityview Senior Tower","Residential","3.0","24/12/2020 00:00:00-05","0101000020E6100000EDD3F19881C354C0828DEBDFF52D4540"
"6113 Livernois Ave","Motorama","Retail","2.0","24/12/2020 00:00:00-05","0101000020E6100000100874266DC854C01C25AFCE312C4540"
"519 E Jefferson Ave","Sloppy Crab","Retail","3.0","29/12/2020 00:00:00-05","0101000020E610000083A279008BC254C0EBAC16D8632A4540"
"12422 Kelly Rd","Academy of Beanie Care","Services","9.0","30/12/2020 00:00:00-05","0101000020E6100000CE8C7E349CBD54C0D3FA5B02F0354540"
"14202 E 8 Mile Rd","Citgo","Retail","9.0","31/12/2020 00:00:00-05","0101000020E6100000CCB392567CBE54C00C3B8C497F394540"
"3456 W Vernor Hwy, Suite B","FarmaCity Pharmacy","Services","4.0","31/12/2020 00:00:00-05","0101000020E61000003BC269C18BC554C0A741D13C80294540"
"18615 Sherwood St","PTI - Quality Containment Solutions","Retail","11.0","14/1/2021 00:00:00-05","0101000020E6100000193BE12538C254C01310937021374540"
"19130 Kelly Rd","Papas","Retail","9.0","22/1/2021 00:00:00-05","0101000020E6100000616D8C9DF0BC54C017299485AF374540"
"1900 E McNichols Rd","BP","Retail","11.0","5/2/2021 00:00:00-05","0101000020E6100000AD6A494739C554C00803CFBD87354540"
"325 Merton Rd","Palmer Park Square","Residential","12.0","17/2/2021 00:00:00-05","0101000020E610000030815B77F3C654C0556CCCEB88354540"
"7875 E Jefferson Ave","Jefferson Liquor Mart","Retail","7.0","22/2/2021 00:00:00-05","0101000020E610000029CB10C7BABF54C091F12895F02C4540"
"19449 W McNichols Rd, Ste 1","The SM Creative Store","Retail","8.0","26/2/2021 00:00:00-05","0101000020E61000009C6ED921FECE54C0E4F38AA71E354540"
"19449 W McNichols Rd, Ste 2","Marketing","Services","8.0","26/2/2021 00:00:00-05","0101000020E61000004F05DCF3FCCE54C050AA7D3A1E354540"
"19449 W McNichols Rd, Ste 3","Top Dolla Cutz and Fades","Services","8.0","26/2/2021 00:00:00-05","0101000020E61000004A6249B9FBCE54C07380608E1E354540"
"19449 W McNichols Rd, Ste 4","Classi Ladi","Retail","8.0","26/2/2021 00:00:00-05","0101000020E61000003EE8D9ACFACE54C0C11DA8531E354540"
"8524 Michigan Ave","Westchester Apartments","Residential","4.0","2/3/2021 00:00:00-05","0101000020E610000061EEE6EB6AC954C0590C2617462A4540"
"19353 Livernois Ave","21st Century Salon","Services","12.0","11/3/2021 00:00:00-05","0101000020E6100000D4E7518E15C954C004CCF8CE9A374540"
"19355 Livernois Ave","vacant","Retail","12.0","11/3/2021 00:00:00-05","0101000020E610000078D2C26515C954C0D042024697374540"
"19359 Livernois Ave","AKOMA","Retail","12.0","11/3/2021 00:00:00-05","0101000020E6100000AE2D3C2F15C954C0F9A1D28899374540"
"19367 Livernois Ave","Pretty Lady's Salon","Services","12.0","11/3/2021 00:00:00-05","0101000020E6100000E36E10AD15C954C02101A3CB9B374540"
"19371 Livernois Ave","UR Shoe Closet","Retail","12.0","11/3/2021 00:00:00-05","0101000020E61000005AB9179815C954C0F59D5F94A0374540"
"14493 Gratiot Ave","Detroit Blues Cafe","Retail","9.0","13/3/2021 00:00:00-05","0101000020E6100000757B830E7EBE54C00FE42C2E06384540"
"7800 Pierson St","DTE Electric Tree Trimming School","Services","6.0","26/3/2021 00:00:00-04","0101000020E610000043F242F89FCF54C0170E4248AF2C4540"
"2703 23rd St","Detroit Industrial Warehousing","Services","4.0","1/4/2021 00:00:00-04","0101000020E610000067CC2C5BCEC554C0D2B62FDA422A4540"
"18932 Woodward Ave","Cynthia's Poprcorn Shop","Retail","12.0","1/4/2021 00:00:00-04","0101000020E6100000014555E149C754C0D2B9EC212B374540"
"9970 Freeland St","H and H Freeland","Retail","2.0","8/4/2021 00:00:00-04","0101000020E61000002E42EBC0BDCB54C0CE5E2AF4492F4540"
"24377 W 8 Mile Rd","Plumbers Wholesale","Retail","8.0","8/4/2021 00:00:00-04","0101000020E61000007B8EC00621D254C0EF3C4C56A0384540"
"361 Covington Rd","361 Covington","Residential","12.0","9/4/2021 00:00:00-04","0101000020E61000001784B022FCC654C0722B6B38B8354540"
"381 Covington Rd","381 Covington","Residential","12.0","10/4/2021 00:00:00-04","0101000020E610000015715BD7FFC654C04E53999CB9354540"
"546 E Larned St","Minnie's Detroit","Restaurant / Bar","3.0","10/4/2021 00:00:00-04","0101000020E6100000FF93BF7B87C254C003512081792A4540"
"3439 Gratiot Ave","Atlas Plumbing Supply Co.","Retail","7.0","14/4/2021 00:00:00-04","0101000020E6100000649AC0DFB5C154C0E3B30AD52C2E4540"
"300 Whitmore Rd","300 Whitmore","Residential","12.0","23/4/2021 00:00:00-04","0101000020E6100000FCD4E384EAC654C01914D574A0354540"
"15395 Linwood St","Linwood Apartments","Residential","10.0","23/4/2021 00:00:00-04","0101000020E6100000D7A247842DC854C0340B3874C8334540"
"1 E McNichols Rd","Citgo","Retail","11.0","29/4/2021 00:00:00-04","0101000020E6100000BE15CB257CC654C091A011CF86354540"
"19255 Shiawassee Dr","Pierre Manor Apartments","Residential","8.0","6/5/2021 00:00:00-04","0101000020E61000001A3EB70A81D154C0676897CA36374540"
"21401 W 7 Mile Rd","Chapel Court Apartments","Residential","8.0","6/5/2021 00:00:00-04","0101000020E6100000CE85159738D054C0325AC31CEF364540"
"641 Covington Rd","641 Covington","Residential","12.0","7/5/2021 00:00:00-04","0101000020E6100000BA2D70FD24C754C0608584BDC3354540"
"980 Whitmore Rd","980 Whitmore","Residential","12.0","19/5/2021 00:00:00-04","0101000020E6100000CC99ED0A7DC754C01897AAB4C5354540"
"661 Covington Rd","641 Covington","Residential","12.0","7/6/2021 00:00:00-04","0101000020E610000064B14D2A1AC754C096ECD808C4354540"
"671 Covington Rd","641 Covington","Residential","12.0","7/6/2021 00:00:00-04","0101000020E610000054E57B4622C754C024456458C5354540"
"681 Covington Rd","641 Covington","Residential","12.0","7/6/2021 00:00:00-04","0101000020E610000004C6FA0626C754C0D6A71C93C5354540"
"701 Covington Rd","641 Covington","Residential","12.0","7/6/2021 00:00:00-04","0101000020E61000008A7780272DC754C078D32D3BC4354540"
"711 Covington Rd","641 Covington","Residential","12.0","7/6/2021 00:00:00-04","0101000020E610000011DF89592FC754C0834D9D47C5354540"
"900 Whitmore Rd","900 Whitmore","Residential","12.0","9/6/2021 00:00:00-04","0101000020E61000006918A14C61C754C0CB36267ACF354540"
"10560 Grand River Ave","Detroit Tire","Retail","2.0","10/6/2021 00:00:00-04","0101000020E61000000767A66A71C954C0CA09A8AAAF2F4540"
"17725 Manderson Rd","17725 Manderson","Residential","12.0","14/6/2021 00:00:00-04","0101000020E6100000B250E76193C754C0EFC93F0A09364540"
"8109 E Jefferson Ave","West Village Garden","Services","7.0","18/6/2021 00:00:00-04","0101000020E6100000B2D0D6DA9EBF54C038C08A5B1E2D4540"
"11001 E 7 Mile Rd","Mobil","Retail","9.0","23/6/2021 00:00:00-04","0101000020E6100000F1BC335EE3C054C0F70890FC9C374540"
"1401 Broadway St","The Boll Family YMCA","Community","3.0","18/6/2021 00:00:00-04","0101000020E610000019ABEE0D15C354C0BB23290AF02A4540"
"17720 W Warren Ave","Shell","Retail","6.0","28/6/2021 00:00:00-04","0101000020E61000008076F2AFC6CD54C0E2777003002C4540"
"9201 Freeland St","5 Star Auto Parts","Retail","2.0","30/6/2021 00:00:00-04","0101000020E6100000C595ED22D0CB54C0A12602EE5C2E4540"
"4900 E McNichols","The Lawn Academy","Services","11.0","9/7/2021 00:00:00-04","0101000020E6100000BDFB880478C354C090D2116594354540"
"1000 Whitmore Rd","1000 Whitmore","Residential","12.0","23/7/2021 00:00:00-04","0101000020E61000000704DFD983C754C06C6578A2DA354540"
"850 Whitmore Rd","850 Whitmore","Residential","12.0","23/7/2021 00:00:00-04","0101000020E6100000554C29D854C754C02347BE3BC7354540"
"825 Whitmore Rd","825 Whitmore","Residential","12.0","27/7/2021 00:00:00-04","0101000020E610000062F73ED14CC754C04C4C7A8CB0354540"
"595 Chene St","Martin Luther King I and II","Residential","7.0","30/7/2021 00:00:00-04","0101000020E6100000678454DDA5C154C0D73A8AD67E2B4540"
"675 Seward St","Seward Apartments","Residential","3.0","4/8/2021 00:00:00-04","0101000020E610000053FA32E628C554C0BE712919C62F4540"
"1310 Pallister St","Lexington Village","Residential","10.0","5/8/2021 00:00:00-04","0101000020E6100000BE0E206C86C554C02588049D5A2F4540"
"3568 Fairview St","Fairview Manor","Residential","5.0","12/8/2021 00:00:00-04","0101000020E61000007094BC3AC7BE54C0F12900C633304540"
"16945 W Warren Ave","Serv-U-Well","Services","6.0","25/8/2021 00:00:00-04","0101000020E610000098E0D40792CD54C027BD6F7CED2B4540"
"950 Whitmore Rd","950 Whitmore","Residential","12.0","30/8/2021 00:00:00-04","0101000020E610000004E871446CC754C01AB1A3B7DB354540"
"951 Whitmore Rd","951 Whitmore","Residential","12.0","30/8/2021 00:00:00-04","0101000020E61000006508E9A06FC754C08C7AAE29CA354540"
"10301 Woodward Ave","Orchard Academy","Community","10.0","3/9/2021 00:00:00-04","0101000020E61000000734A87192C554C03CF52F68E9314540"
"11000 E Jefferson Ave","Mr. Corned Beef","Retail","5.0","17/9/2021 00:00:00-04","0101000020E610000055AE29E840BE54C0D914FFC2BB2E4540"
"1423 Field St","All Well-Being Services","Services","7.0","21/9/2021 00:00:00-04","0101000020E610000056B9F88D46C054C01F4EC258392D4540"
"18142 W Warren Ave","Marathon","Retail","6.0","22/9/2021 00:00:00-04","0101000020E6100000CFA109E4DECD54C03A2A7264FE2B4540"
"18141 W Warren Ave","Marathon","Retail","6.0","23/9/2021 00:00:00-04","0101000020E6100000A406C3C7E0CD54C098C95A85EF2B4540"
"1535 E State Fair Ave","Family Medical Clinic","Services","11.0","25/9/2021 00:00:00-04","0101000020E6100000BA01B5CAA3C554C0C977484358384540"
"12971 Eaton St","Premier Tile Design Inc.","Retail","2.0","29/9/2021 00:00:00-04","0101000020E6100000E6449FBA19CB54C0A59E6B97CE324540"
"2564 Michigan Ave","Blanco BLDG","Other","3.0","5/10/2021 00:00:00-04","0101000020E61000000EC89EF037C554C0E85C15B9722A4540"
"1555 Mack Ave","Pepsi Beverages Company","Retail","7.0","12/10/2021 00:00:00-04","0101000020E61000008B213CE7D9C254C0413647EE762D4540"
"14800 E Warren Ave","Oz Petroleum","Retail","5.0","13/10/2021 00:00:00-04","0101000020E6100000C114EBDA19BD54C04B502036C6324540"
"2221 Bellevue St","Premier Group Associates","Services","7.0","14/10/2021 00:00:00-04","0101000020E6100000164B917C25C154C027A089B0E1334540"
"12700 W Chicago Rd","Sunoco","Retail","2.0","15/10/2021 00:00:00-04","0101000020E610000004FD45FAC6CA54C08C32252AE12E4540"
"660 Seward St","660 Seward LLC","Residential","3.0","21/10/2021 00:00:00-04","0101000020E6100000FB5528752BC554C0F234C8A4D62F4540"
"4141 Mitchell St","Michigan International Prep School",,"7.0","21/10/2021 00:00:00-04","0101000020E61000000F73D18D1FC554C0DB48C4FCD8304540"
"928 W McNichols Rd","Menjo's","Other","12.0","25/10/2021 00:00:00-04","0101000020E610000008CBE77E62C754C0A6E9AA697B354540"
"731 Covington Dr","731 Covington Dr","Residential","12.0","26/10/2021 00:00:00-04","0101000020E610000047700ADE35C754C0ED4BAC32C7354540"
"757 Covington Dr","757 Covington Dr.","Residential","12.0","27/10/2021 00:00:00-04","0101000020E610000072335B483EC754C0BCE49D36CB354540"
"2652 E Jefferson Ave","Block By Block","Services","7.0","28/10/2021 00:00:00-04","0101000020E61000001720153A52C154C0E8EFB16F3D2B4540"
"23601 W 7 Mile Rd","SmartRX Pharmacy","Retail","8.0","1/11/2021 00:00:00-04","0101000020E61000004F58A82E74D154C01166CEF0ED364540"
"13517 Livernois Ave","Livernois-Davison Florist","Retail","10.0","3/11/2021 00:00:00-04","0101000020E61000001E1E8E61F3C854C02A0502F188314540"
"3783 Ashland St","Mack Ashland II","Community","5.0","3/11/2021 00:00:00-04","0101000020E610000022174A06C8BC54C035C174F2AF314540"
"8997 Greenfield Rd","Happy's Pizza/ Savvy Sliders","Retail","6.0","8/11/2021 00:00:00-05","0101000020E6100000BE29D1FAA1CC54C0F4ADF7EB182E4540"
