"record_id","street_num","street_dir","street_name","street_type","record_type","task","status","record_status_date","parcel_id","geom"
"ANN2004-00610","16515",,"PLYMOUTH",,"Commercial Inspection","Issue CofC","Issued","17/6/2022 00:00:00","22005171-4","0101000020E6100000C0C59D6F5DCD54C0820683A4A12F4540"
"ANN2004-00612","2600","E","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","16/8/2019 00:00:00","13024499-503","0101000020E610000049F0D17ADFC454C0D378B19F30394540"
"ANN2004-00613","3910","E","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","22/6/2022 00:00:00","13009139-43","0101000020E61000004BA2A5BD32C454C0593F158833394540"
"ANN2004-00619","2601","W","FORT","","Commercial Inspection","Issue CofC","Issued","12/7/2021 00:00:00","10000038.","0101000020E6100000993E38A1C2C454C03ADC9583D0284540"
"ANN2004-00624","3457",,"BAGLEY",,"Commercial Inspection","Issue CofC","Issued","12/4/2022 00:00:00","12000206-7","0101000020E6100000F667FE7F79C554C05E4BFD1F54294540"
"ANN2004-00629","12220",,"LIVERNOIS",,"Commercial Inspection","Issue CofC","Issued","27/6/2022 00:00:00","14013142-6","0101000020E6100000CF9EFF25E2C854C02634E2F18D304540"
"ANN2004-00634","7507","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","1/8/2019 00:00:00","15005017-9","0101000020E6100000319620A5BDC154C0D2B868AE91374540"
"ANN2004-00638","7604","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","17/4/2019 00:00:00",,
"ANN2004-00640","7690","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","29/5/2019 00:00:00","15004851.","0101000020E6100000D2C8380A99C154C0973F708281374540"
"ANN2004-00646","8740","E","SEVEN MILE",,"Commercial Inspection","Issue CofC","Issued","18/6/2022 00:00:00","17004996.002L","0101000020E6100000FEB2852DF7C054C09FBDDFCF86374540"
"ANN2004-00647","8939","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","16/8/2019 00:00:00","16008637-41","0101000020E6100000B1A5B7C544CA54C05B4FC52C2E374540"
"ANN2004-00654","10001","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","1/4/2020 00:00:00","16008642-5","0101000020E6100000B0385BE952CA54C0BB07A0832E374540"
"ANN2004-00661","4114","E","DAVISON","","Commercial Inspection","Issue CofC","Issued","19/11/2020 00:00:00","13007529-32","0101000020E61000004A7E272FD6C354C01C2E18A737354540"
"ANN2004-00666","2346","W","WARREN",,"Commercial Inspection","Issue CofC","Issued","1/9/2022 00:00:00","10006114-0","0101000020E6100000BFEE4823B3C554C050264D16CA2C4540"
"ANN2004-00667","6000","E","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","1/2/2022 00:00:00","13009082-4","0101000020E6100000968CC544C0C254C0ACC6490649394540"
"ANN2004-00668","141","","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","17/3/2021 00:00:00","09008307-10","0101000020E6100000B3A180E7B7C654C0C27A81362C394540"
"ANN2004-00675","10110",,"FENKELL",,"Commercial Inspection","Issue CofC","Issued","22/2/2022 00:00:00","16007152-7","0101000020E610000046F1DBDC50CA54C0CFF6242E8C334540"
"ANN2004-00683","2716","W","GRAND BLVD","","Commercial Inspection","Issue CofC","Issued","26/7/2021 00:00:00","08001626-8","0101000020E6100000FC92695B83C554C083C00504B92E4540"
"ANN2004-00694","9848",,"LIVERNOIS",,"Commercial Inspection","Issue CofC","Issued","25/7/2022 00:00:00","16017360-6","0101000020E6100000E46F62CCDCC854C0FC5BF0EF462F4540"
"ANN2004-00695","9801","","LINWOOD","","Commercial Inspection","Issue CofC","Issued","19/7/2019 00:00:00","10007665-6","0101000020E6100000A6BD1E312AC754C0F1D0AE3F56304540"
"ANN2004-00704","7310",,"MACK",,"Commercial Inspection","Issue CofC","Issued","31/8/2022 00:00:00","17000323.","0101000020E6100000119E8957B7C054C0262FD314B32E4540"
"ANN2004-00709","607",,"SHELBY LEGAL",,"Commercial Inspection","Issue CofC","Issued","17/3/2022 00:00:00","02000163.","0101000020E6100000B09CF2C618C354C0587304B9252A4540"
"ANN2004-00717","626","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","31/3/2020 00:00:00","01007044.","0101000020E6100000814B198E06C754C0B4B0668158374540"
"ANN2004-00726","8140","","MICHIGAN","","Commercial Inspection","Issue CofC","Issued","21/9/2021 00:00:00","20004716-7","0101000020E6100000E085227627C954C0C84776F95B2A4540"
"ANN2004-00734","8333","","MICHIGAN","","Commercial Inspection","Issue CofC","Issued","17/11/2021 00:00:00","20004536-45","0101000020E61000004795823C44C954C0BAD845BC412A4540"
"ANN2004-00740","303","S","DIX","","Commercial Inspection","Issue CofC","Issued","29/1/2020 00:00:00","20016959-63","0101000020E610000032E3D51EBFC954C0C78260A9C0254540"
"ANN2004-00744","7468","E","DAVISON","","Commercial Inspection","Issue CofC","Issued","26/11/2019 00:00:00","15003712-5","0101000020E6100000AC7BC42AB2C154C070F451022F364540"
"ANN2004-00745","8616",,"MICHIGAN",,"Commercial Inspection","Issue CofC","Issued","25/7/2022 00:00:00","20004671.","0101000020E61000001D25849E79C954C0EFF210A6432A4540"
"ANN2004-00746","7915","","DIX","","Commercial Inspection","Issue CofC","Issued","14/5/2019 00:00:00","20004347.","0101000020E6100000505AFF0C5CC854C0C49332F290284540"
"ANN2004-00752","8800","","MICHIGAN","","Commercial Inspection","Issue CofC","Issued","21/12/2021 00:00:00","20004653-8","0101000020E6100000468F69A79EC954C098D10CF83A2A4540"
"ANN2004-00758","8919","","MICHIGAN","","Commercial Inspection","Issue CofC","Issued","16/11/2021 00:00:00","20004589.","0101000020E610000048B0F67FA7C954C0A0BEF51F212A4540"
"ANN2004-00759","1704","E","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","1/7/2019 00:00:00","09008246-7","0101000020E61000008B8521628CC554C036C5B54F2D394540"
"ANN2004-00762","1790","E","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","12/8/2019 00:00:00","09008226-9","0101000020E61000005898A1EF71C554C0CB3AC7022A394540"
"ANN2004-00774","10741","W","MCNICHOLS","","Commercial Inspection","Issue CofC","Issued","29/4/2019 00:00:00","16008063-5","0101000020E6100000338B22F2CDCA54C0D4BD36E24D354540"
"ANN2004-00783","1132","","LAWNDALE","","Commercial Inspection","Issue CofC","Issued","4/6/2019 00:00:00","20006041.","0101000020E6100000680045BF1CC854C0BDD2C6228F264540"
"ANN2004-00784","13400",,"GRATIOT",,"Commercial Inspection","Issue CofC","Issued","2/5/2022 00:00:00","21028651-4","0101000020E6100000810B30D2F7BE54C06C42329E61364540"
"ANN2004-00786","5020","E","EIGHT MILE",,"Commercial Inspection","Issue CofC","Issued","18/7/2022 00:00:00","13009104-14","0101000020E61000002B1F0B0070C354C0D6B935723D394540"
"ANN2004-00792","7339","","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","9/12/2021 00:00:00","16009328-30","0101000020E6100000AC96723557C954C0ED04526E0B394540"
"ANN2004-00799","3362",,"BAGLEY",,"Commercial Inspection","Issue CofC","Issued","1/3/2022 00:00:00","12000253.","0101000020E61000001D81FDDF6AC554C07927FEFF6A294540"
"ANN2004-00801","5414","W","VERNOR","","Commercial Inspection","Issue CofC","Issued","21/4/2021 00:00:00","16000767.","0101000020E6100000882E6A8A78C654C02F8317D2BE284540"
"ANN2004-00802","8845","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","16/5/2019 00:00:00","16009427-9","0101000020E61000007DB3AE7A3FCA54C0CC51C50400394540"
"ANN2004-00805","8001","","LIVERNOIS","","Commercial Inspection","Issue CofC","Issued","22/8/2019 00:00:00","16002102-3","0101000020E610000083189DB6B8C854C0796CE0F7162D4540"
"ANN2004-00809","16835","W","WARREN","","Commercial Inspection","Issue CofC","Issued","18/11/2019 00:00:00","22000192-5","0101000020E610000011CD703F79CD54C04AB7870EEE2B4540"
"ANN2004-00811","10400","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","15/3/2019 00:00:00","16008721-3","0101000020E610000066A882A798CA54C031AF59853E374540"
"ANN2004-00826","1115","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","29/10/2021 00:00:00","09007655.","0101000020E6100000E6BBD667E6C554C0370B400765374540"
"ANN2004-00830","16005","WEST","MCNICHOLS",,"Commercial Inspection","Issue CofC","Issued","2/3/2022 00:00:00","22013018-9","0101000020E6100000E97F3AE11DCD54C0CDC3B59F33354540"
"ANN2004-00831","8585","","GREENFIELD","","Commercial Inspection","Issue CofC","Issued","19/8/2021 00:00:00","22051251.005L","0101000020E610000049D2EA7AA1CC54C0FC70E75DA22D4540"
"ANN2004-00833","16645","W","WARREN","","Commercial Inspection","Issue CofC","Issued","2/8/2021 00:00:00","22000181-2","0101000020E6100000A555731169CD54C0A92777DEEE2B4540"
"ANN2004-00841","10520",,"SEVEN MILE",,"Commercial Inspection","Issue CofC","Issued","20/7/2022 00:00:00","16008713.002L","0101000020E61000005A1170B5AECA54C02B0B32EA3D374540"
"ANN2004-00846","1360","W","FORT","","Commercial Inspection","Issue CofC","Issued","11/2/2021 00:00:00","06000017.002L","0101000020E6100000F7094E09DEC354C00A68F2ADA6294540"
"ANN2004-00851","1200","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","12/12/2019 00:00:00","09007531-5","0101000020E6100000285C64D9D2C554C04D267C6655374540"
"ANN2004-00870","10810","WEST","SEVEN MILE","ROAD","Commercial Inspection","Issue CofC","Issued","19/7/2021 00:00:00","16008693-5","0101000020E61000005CDA5A02E2CA54C0773291B23B374540"
"ANN2004-00873","1527","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","4/9/2019 00:00:00","09007682-88","0101000020E61000007A142CB5A3C554C0FC4970256A374540"
"ANN2004-00877","1520","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","2/5/2019 00:00:00","09007511-6","0101000020E6100000E3E4A3E2A8C554C0A10B07495C374540"
"ANN2004-00881","10833","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","8/2/2021 00:00:00","16008688.","0101000020E6100000FE5BD463E3CA54C0594318E424374540"
"ANN2004-00882","10848","W","SEVEN MILE",,"Commercial Inspection","Issue CofC","Issued","10/1/2022 00:00:00","16008689-92","0101000020E6100000846546E0E6CA54C00E6382733B374540"
"ANN2004-00884","18706","","FORD RD","","Commercial Inspection","Issue CofC","Issued","13/7/2021 00:00:00","22000011-2","0101000020E6100000B9E1736845CE54C0AC8EE523252A4540"
"ANN2004-00888","7499","","GREENFIELD","","Commercial Inspection","Issue CofC","Issued","4/3/2020 00:00:00","22051285-8","0101000020E61000009D1B1B2899CC54C0F78104037D2C4540"
"ANN2004-00891","19100","","MOUND","","Commercial Inspection","Issue CofC","Issued","28/5/2019 00:00:00","13008642-52","0101000020E610000006A2D55CBFC254C06310F80B89374540"
"ANN2004-00893","13500",,"LINWOOD",,"Commercial Inspection","Issue CofC","Issued","7/7/2022 00:00:00","10007501-3","0101000020E61000003CF82144CFC754C08C2F72215E324540"
"ANN2004-00898","13801","W","MCNICHOLS","","Commercial Inspection","Issue CofC","Issued","26/4/2019 00:00:00","22012806-7","0101000020E610000006D08148A6CB54C0A88D0A9C4B354540"
"ANN2004-00900","18203","W","MCNICHOLS",,"Commercial Inspection","Issue CofC","Issued","2/9/2022 00:00:00","22013138-9","0101000020E61000002C4502C218CE54C014B98BC827354540"
"ANN2004-00902","9138","","GREENFIELD","","Commercial Inspection","Issue CofC","Issued","31/1/2020 00:00:00","22049636-40","0101000020E610000092398FE597CC54C017FB761F452E4540"
"ANN2004-00906","15500",,"PLYMOUTH",,"Commercial Inspection","Issue CofC","Issued","24/8/2022 00:00:00","22005949-51","0101000020E610000068A463E8ACCC54C049AA7415BB2F4540"
"ANN2004-00919","1634","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","4/10/2019 00:00:00","09007500.","0101000020E61000005705428B8EC554C0C45B91A45F374540"
"ANN2004-00928","15321",,"GREENFIELD",,"Commercial Inspection","Issue CofC","Issued","1/8/2022 00:00:00","22050852-3","0101000020E6100000DC8B8658BFCC54C08089ED8278334540"
"ANN2004-00931","1648","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","23/7/2019 00:00:00","09007500.","0101000020E61000005705428B8EC554C0C45B91A45F374540"
"ANN2004-00932","1700","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","13/12/2021 00:00:00","09007488-99","0101000020E61000007E4092677BC554C0481DC8D25E374540"
"ANN2004-00933","1721","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","30/4/2019 00:00:00","09007702-9","0101000020E61000007A3222F97FC554C0D348184C6D374540"
"ANN2004-00936","1723","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","19/11/2019 00:00:00","09007710.","0101000020E610000070C20EF57CC554C0190AB4606C374540"
"ANN2004-00938","11000","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","25/8/2021 00:00:00","17004993-5","0101000020E610000074008A1BE4C054C08C815B3B89374540"
"ANN2004-00939","11001","E","SEVEN MILE",,"Commercial Inspection","Issue CofC","Issued","18/1/2022 00:00:00","17005110-7","0101000020E610000042D5F222E5C054C0550780DD9A374540"
"ANN2004-00940","11028","E","SEVEN MILE",,"Commercial Inspection","Issue CofC","Issued","24/6/2022 00:00:00","17004985-92","0101000020E61000003FB4D275D9C054C00AC2AD6A8B374540"
"ANN2004-00958","1801","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","10/6/2019 00:00:00","09007726-30","0101000020E6100000521F3B4C5EC554C0D0FD437771374540"
"ANN2004-00961","1900","E","SEVEN MILE",,"Commercial Inspection","Issue CofC","Issued","4/5/2022 00:00:00","09007458-64","0101000020E6100000797C334B48C554C073E888C661374540"
"ANN2004-00962","1911","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","22/9/2021 00:00:00",,
"ANN2004-00963","2015","EAST","SEVEN MILE","ROAD","Commercial Inspection","Issue CofC","Issued","16/8/2021 00:00:00","09007747-52","0101000020E610000097B155B531C554C047355A4172374540"
"ANN2004-00973","76","W","ADAMS","","Commercial Inspection","Issue CofC","Issued","1/4/2019 00:00:00","02000383.","0101000020E61000001EFF6F515AC354C024D4AEEF152B4540"
"ANN2004-00976","1515","","BROADWAY AKA: 1513-17 BROADWAY","","Commercial Inspection","Issue CofC","Issued","6/9/2019 00:00:00","01004022.","0101000020E61000004F569A4D1EC354C06575385AF92A4540"
"ANN2004-00977","3401","W","GRAND RIVER","","Commercial Inspection","Issue CofC","Issued","12/8/2020 00:00:00","06000894.","0101000020E610000011391FF499C454C08F02665FAF2B4540"
"ANN2004-00982","20240","W","GRAND RIVER",,"Commercial Inspection","Issue CofC","Issued","16/5/2022 00:00:00","22007943-4","0101000020E6100000674FF59C5CCF54C0F090BAAF72344540"
"ANN2004-00984","15911",,"LIVERNOIS",,"Commercial Inspection","Issue CofC","Issued","13/1/2022 00:00:00","16017829-39","0101000020E61000005EA7B31005C954C085B4C6636E344540"
"ANN2004-00989","19339","","SCHOOLCRAFT","","Commercial Inspection","Issue CofC","Issued","18/10/2021 00:00:00","22008943-4","0101000020E61000004C9E7828D4CE54C06EC9D99D6C314540"
"ANN2004-00996","14301","W","GRAND RIVER","","Commercial Inspection","Issue CofC","Issued","28/5/2019 00:00:00","22006993.","0101000020E610000053350F43D9CB54C0C5E538C78A314540"
"ANN2004-00997","18712","W","WARREN","","Commercial Inspection","Issue CofC","Issued","15/12/2021 00:00:00","22000690-1","0101000020E61000008C81AA504FCE54C028E84349F92B4540"
"ANN2004-00999","20500","","ANGLIN","","Commercial Inspection","Issue CofC","Issued","30/11/2020 00:00:00","13024310-22","0101000020E61000000022A5B3CAC454C04BFCC9282E394540"
"ANN2004-01000","20041","","JOHN R","","Commercial Inspection","Issue CofC","Issued","24/11/2020 00:00:00","09024609-13","0101000020E61000007E85A72B97C654C0D537C60985384540"
"ANN2004-01004","11538","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","6/9/2019 00:00:00","17004905-10","0101000020E6100000957EE5FE55C054C0B71B587790374540"
"ANN2004-01005","11603","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","5/11/2020 00:00:00","21020929-41","0101000020E6100000B95A823646C054C05D7DF799A6374540"
"ANN2004-01016","12824","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","19/4/2021 00:00:00","21020831-2","0101000020E6100000506A8E648BBF54C02D8A0A3F9D374540"
"ANN2004-01018","14505","E","WARREN","","Commercial Inspection","Issue CofC","Issued","7/11/2019 00:00:00","21002753-6","0101000020E6100000EC0B2BB14ABD54C0574CD209B4324540"
"ANN2004-01030","14427","","PLYMOUTH","","Commercial Inspection","Issue CofC","Issued","20/12/2021 00:00:00","22004967-8","0101000020E6100000BDB0CF52E6CB54C04E5EFA53B12F4540"
"ANN2004-01034","20211","","GREENFIELD","","Commercial Inspection","Issue CofC","Issued","26/5/2021 00:00:00","22050452-66","0101000020E6100000625199D0D8CC54C00404E14082384540"
"ANN2004-01035","4222","","SECOND","","Commercial Inspection","Issue CofC","Issued","15/3/2021 00:00:00","02002366-8","0101000020E610000073A10A7634C454C0B3954EB3D72C4540"
"ANN2004-01037","20301","W","GRAND RIVER","","Commercial Inspection","Issue CofC","Issued","7/12/2020 00:00:00","22007350-9","0101000020E6100000808A7EA76FCF54C0539FD7796C344540"
"ANN2004-01045","20400","W","GRAND RIVER","","Commercial Inspection","Issue CofC","Issued","30/10/2019 00:00:00","22007921-7","0101000020E6100000EBAE968083CF54C01AC857C692344540"
"ANN2004-01051","19430","W","WARREN","","Commercial Inspection","Issue CofC","Issued","14/2/2019 00:00:00","22000610-1","0101000020E6100000BD20FB04CCCE54C0F1FBF126F52B4540"
"ANN2004-01053","511","WEST","CANFIELD",,"Commercial Inspection","Issue CofC","Issued","7/4/2022 00:00:00","02002370-2","0101000020E61000007D3F67813AC454C07DFAC00DE92C4540"
"ANN2004-01060","12010",,"GREENFIELD",,"Commercial Inspection","Issue CofC","Issued","19/5/2022 00:00:00","22049833-6","0101000020E6100000FC91DA58A0CC54C00DCE1EFE05304540"
"ANN2004-01066","18900","","GREENFIELD","","Commercial Inspection","Issue CofC","Issued","29/10/2021 00:00:00","22050245-50","0101000020E6100000A9C7FCE1C0CC54C0A8F5306CE7364540"
"ANN2004-01068","12645","E","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","11/10/2021 00:00:00","21021016-7","0101000020E6100000F0BFCDD9B0BF54C05813A4F4A9374540"
"ANN2004-01069","13959",,"GRATIOT",,"Commercial Inspection","Issue CofC","Issued","13/7/2022 00:00:00","21029056.","0101000020E6100000ADCDC159CABE54C03984BA0D1A374540"
"ANN2004-01073","440","","CLINTON","","Commercial Inspection","Issue CofC","Issued","9/4/2019 00:00:00","01000216.","0101000020E61000001520D1A1CBC254C0F2D4477D002B4540"
"ANN2004-01074","20853","W","GRAND RIVER","","Commercial Inspection","Issue CofC","Issued","11/5/2021 00:00:00","22007420-4","0101000020E6100000C15DBB5FD5CF54C045A01945C1344540"
"ANN2004-01079","621",,"FIRST",,"Commercial Inspection","Issue CofC","Issued","20/4/2022 00:00:00","04000089-96","0101000020E6100000C04A994A55C354C0BEA5A541FA294540"
"ANN2004-01081","22305","W","GRAND RIVER",,"Commercial Inspection","Issue CofC","Issued","15/6/2022 00:00:00","22007495.","0101000020E6100000AAA8E337BED054C02F32542E71354540"
"ANN2004-01083","22326","W","GRAND RIVER",,"Commercial Inspection","Issue CofC","Issued","31/8/2022 00:00:00","22007808-14","0101000020E61000001282CEE7BCD054C0E3D12A5D92354540"
"ANN2004-01088","17136","","LIVERNOIS","","Commercial Inspection","Issue CofC","Issued","29/3/2019 00:00:00","02004276.","0101000020E6100000347020A1FDC854C0500C506776354540"
"ANN2004-01090","17149","","LIVERNOIS","","Commercial Inspection","Issue CofC","Issued","6/12/2021 00:00:00","16017746-9","0101000020E61000003C208ADF0EC954C0978AF13C6E354540"
"ANN2004-01092","1444","W","FORT","","Commercial Inspection","Issue CofC","Issued","6/1/2021 00:00:00","06000014-5","0101000020E61000007EEDB66EEDC354C0DACD581C9F294540"
"ANN2004-01094","4515","","GRAND RIVER","","Commercial Inspection","Issue CofC","Issued","18/9/2019 00:00:00","10000515-7","0101000020E610000083AC826266C554C07EA7BE8D572C4540"
"ANN2004-01095","5347","","LIVERNOIS","","Commercial Inspection","Issue CofC","Issued","7/8/2019 00:00:00","18006990.","0101000020E6100000FF76BB3019C854C032206DF3612B4540"
"ANN2004-01098","17342","E","Warren","","Commercial Inspection","Issue CofC","Issued","4/10/2021 00:00:00","21002222-3","0101000020E61000008E45F8BE45BB54C00CC7E28019344540"
"ANN2004-01105","4058",,"JOY RD.",,"Commercial Inspection","Issue CofC","Issued","26/8/2022 00:00:00","14003433-4","0101000020E61000004D039BFEBEC754C016CF41D73C2F4540"
"ANN2004-01120","1549","E","NEVADA AVE.",,"Commercial Inspection","Issue CofC","Issued","6/9/2022 00:00:00","09006912-4","0101000020E6100000E72717F59BC554C032656DAF70364540"
"ANN2004-01121","24600","W","MCNICHOLS","","Commercial Inspection","Issue CofC","Issued","7/9/2021 00:00:00","22013474-6","0101000020E610000006D23D8D2BD254C04BC68ABE12354540"
"ANN2004-01130","5038","","MCDOUGALL","","Commercial Inspection","Issue CofC","Issued","31/5/2019 00:00:00","13010901.","0101000020E610000026BE51BA4CC254C0063331911F2F4540"
"ANN2004-01131","6103","","CHARLES","","Commercial Inspection","Issue CofC","Issued","5/9/2019 00:00:00","13006958-9","0101000020E6100000DFB2FB9293C254C04A23EBF0C1344540"
"ANN2004-01136","10425","W","MCNICHOLS","","Commercial Inspection","Issue CofC","Issued","9/5/2019 00:00:00","16008031-2","0101000020E61000005C5331F392CA54C02AAE4A7B51354540"
"ANN2004-01137","20100","","JOY ROAD","","Commercial Inspection","Issue CofC","Issued","24/6/2021 00:00:00","22002717-8","0101000020E610000092C23EE530CF54C0F1E1E461CC2D4540"
"ANN2004-01141","6541","","GRATIOT","","Commercial Inspection","Issue CofC","Issued","15/5/2019 00:00:00","15000375.","0101000020E6100000C547C9E66AC154C0FCB124941F2F4540"
"ANN2004-01143","2740","","MT ELLIOTT","","Commercial Inspection","Issue CofC","Issued","17/5/2019 00:00:00","15000255.","0101000020E6100000C65B23582EC154C0B5E40D21B32D4540"
"ANN2004-01156","8055","","WOODWARD","","Commercial Inspection","Issue CofC","Issued","1/9/2021 00:00:00","02001723.","0101000020E6100000AD1D874AE9C454C04E05F996F92F4540"
"ANN2004-01157","1681","","LAWNDALE","","Commercial Inspection","Issue CofC","Issued","10/7/2019 00:00:00","20006552.","0101000020E6100000ACF0EBB953C854C0C988400911274540"
"ANN2004-01158","8523","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","3/8/2021 00:00:00","16009404-9","0101000020E6100000D547734804CA54C09CDF17B606394540"
"ANN2004-01159","2201","S","SCHAEFER","","Commercial Inspection","Issue CofC","Issued","22/10/2020 00:00:00","20017977.002","0101000020E6100000815A9739AAC954C019E49ECF3F234540"
"ANN2004-01160","9400",,"WOODWARD",,"Commercial Inspection","Issue CofC","Issued","20/1/2022 00:00:00","01004349.001","0101000020E61000000316FA3F4BC554C04E10FD7F41314540"
"ANN2004-01166","23740","W","SEVEN MILE",,"Commercial Inspection","Issue CofC","Issued","28/3/2022 00:00:00","22016805.002","0101000020E6100000A919CC9090D154C095AD397EF4364540"
"ANN2004-01167","4310","","BELVIDERE","","Commercial Inspection","Issue CofC","Issued","21/12/2021 00:00:00","19007553.","0101000020E61000007BF43C69E6BF54C044A3EF6E3B304540"
"ANN2004-01170","16634",,"Harper","Ave","Commercial Inspection","Issue CofC","Issued","16/6/2022 00:00:00","21003806.","0101000020E6100000259951D431BC54C057EB7EB8ED344540"
"ANN2004-01175","2645","W","DAVISON","","Commercial Inspection","Issue CofC","Issued","27/1/2020 00:00:00","10004197.002","0101000020E6100000AEAF1F2BDFC754C072FF101A30324540"
"ANN2004-01177","17200","W","MCNICHOLS",,"Commercial Inspection","Issue CofC","Issued","26/7/2022 00:00:00","22013879-85","0101000020E6100000E5A639BD95CD54C02D5F4B453D354540"
"ANN2004-01178","12730","W","MCNICHOLS",,"Commercial Inspection","Issue CofC","Issued","12/5/2022 00:00:00","22014160-3","0101000020E6100000309C5078F0CA54C0A7C5864A5F354540"
"ANN2004-01190","20451","W","EIGHT MILE","","Commercial Inspection","Issue CofC","Issued","3/2/2021 00:00:00","22019024.003","0101000020E61000007E5EBD27ACCF54C0D82B9803BE384540"
"ANN2004-01193","5788",,"VAN DYKE",,"Commercial Inspection","Issue CofC","Issued","8/8/2022 00:00:00","17009440.","0101000020E610000042928DF214C154C0777260A8F0304540"
"ANN2004-01199","15001","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","2/12/2021 00:00:00","22016105-6","0101000020E6100000441B861B6ACC54C0B41DCB1315374540"
"ANN2004-01205","15119","","SCHAEFER","","Commercial Inspection","Issue CofC","Issued","20/7/2021 00:00:00","22030796.","0101000020E61000003C8B732A7BCB54C0D606F0BC67334540"
"ANN2004-01207","5625","","CONNER","","Commercial Inspection","Issue CofC","Issued","6/1/2021 00:00:00","21003317.003L","0101000020E6100000E3B134EBF6BE54C029F3BA2C43324540"
"ANN2004-01208","13023","E","WARREN",,"Commercial Inspection","Issue CofC","Issued","18/6/2022 00:00:00","21002693-4","0101000020E61000008A888209DDBD54C0A5862EC84A324540"
"ANN2004-01209","18000","","LIVERNOIS","","Commercial Inspection","Issue CofC","Issued","4/6/2021 00:00:00","02004327-47","0101000020E61000001052233001C954C0294D722125364540"
"ANN2004-01211","19195","","LIVERNOIS","","Commercial Inspection","Issue CofC","Issued","25/1/2021 00:00:00","16019148-59","0101000020E610000079F80A5920C954C0635E43246E374540"
"ANN2004-01214","7624",,"MCNICHOLS",,"Commercial Inspection","Issue CofC","Issued","5/8/2022 00:00:00","16008253-8","0101000020E6100000CA3BF5187CC954C0F1B16F806B354540"
"ANN2004-01218","6290",,"TIREMAN",,"Commercial Inspection","Issue CofC","Issued","31/5/2022 00:00:00","16002104-9","0101000020E61000007F469A44A8C854C06E6B72051A2D4540"
"ANN2004-01224","4614","","SECOND","","Commercial Inspection","Issue CofC","Issued","15/7/2019 00:00:00","02002378.","0101000020E610000042608F1648C454C0BC8AFBF2232D4540"
"ANN2004-01236","8059","W","GRAND RIVER","","Commercial Inspection","Issue CofC","Issued","25/7/2019 00:00:00","14001564.","0101000020E6100000A6EB4DE77EC754C0EA4B104D082E4540"
"ANN2004-01239","4161","","WOODWARD","","Commercial Inspection","Issue CofC","Issued","13/8/2021 00:00:00","02001798.","0101000020E6100000362A13DAE4C354C0CCD4BEC6F32C4540"
"ANN2004-01243","19137","W","SEVEN MILE","","Commercial Inspection","Issue CofC","Issued","5/10/2021 00:00:00","22016442-8","0101000020E6100000E1A70592BFCE54C0A7233842FA364540"
"ANN2004-01244","14341","E","WARREN","","Commercial Inspection","Issue CofC","Issued","12/7/2019 00:00:00","21002742-6","0101000020E610000019C162EB66BD54C0A989C1EAA3324540"
"ANN2004-01252","8710","W","VERNOR","","Commercial Inspection","Issue CofC","Issued","28/10/2021 00:00:00","20004283-4","0101000020E61000009E1D564F82C854C03AC9FA0097274540"
"ANN2004-01255","12278",,"GRATIOT",,"Commercial Inspection","Issue CofC","Issued","26/5/2022 00:00:00","21028741-3","0101000020E6100000F604F0105DBF54C044C3A7AE30354540"
"ANN2004-01256","3888","WEST","WARREN","AVENUE","Commercial Inspection","Issue CofC","Issued","4/8/2021 00:00:00","14001201-2","0101000020E61000008B478892C8C654C0D7D0FBCD2D2C4540"
